context,question,answer,start_positions,end_positions
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.",Апельсин ханзадасының герналдық атауы қандай болды?,Уильям 3,pass,pass
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.",Нью-Йоркті Колвоонио Колорниоға түсірген күні қандай болды?,24 тамыз 1673 ж,pass,pass
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.",Колве Нью-Йоркті басып алғаннан кейін не болды?,Жаңа қызғылт сары,141,158
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.",Голландия қай жылы Нью-Йоркті ағылшын тіліне қай жылы берді?,1674,328,332
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.",24 тамыз 1673 ж. Нью-Йоркке қайсысын басқарған кезде?,Антонио: Колве,pass,pass
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.",Голландиялық ол аралға 1674 жылы сауда бағыттары жойылғаннан кейін аралды қайтарып берді ме?,Англия,68,74
"1673 жылы 24 тамызда Голландиялық капитан Антонио Колво Колво Колве Англиядан келген колонияны алды және апельсин ханзадасын құрметтеу үшін «Жаңа қызғылт сары» болды, ол сарай патшасы Уильям III.Алайда, голландиялық сауда бағыттарын құрту үшін британдық және француздан жеңіліске ұшыраған, голландиялық сауда бағыттарын құртып, 1674 жылы Англияға Аралдан оралды.","Нью-Йорк жаңа қызғылт сары деп аталды, ол қандай кезең үшін тарихи тұлға болып табылады?",Уильям патша III,pass,pass
"Екінші Англо-голландиялық соғыстың соңында ағылшындар Солтүстік Америкада жаңа Amsterdam (Нью-Йорк), голландиялық аралы голландиялық бақылау үшін.Отандық американдықтар мен бірнеше интерпренерлер арасындағы бірнеше интерцийендер мен індеттер Еуропалық байланыстармен байланыста болды.",Ағылшын тілінен кейін жаңа Amsterdam-дан кейін?,Екінші англо-голландиялық соғыс,pass,pass
"Екінші Англо-голландиялық соғыстың соңында ағылшындар Солтүстік Америкада жаңа Amsterdam (Нью-Йорк), голландиялық аралы голландиялық бақылау үшін.Отандық американдықтар мен бірнеше интерпренерлер арасындағы бірнеше интерцийендер мен індеттер Еуропалық байланыстармен байланыста болды.",1700 жылы ауданда қанша ленопа тұрды?,200,pass,pass
"Екінші Англо-голландиялық соғыстың соңында ағылшындар Солтүстік Америкада жаңа Amsterdam (Нью-Йорк), голландиялық аралы голландиялық бақылау үшін.Отандық американдықтар мен бірнеше интерпренерлер арасындағы бірнеше интерцийендер мен індеттер Еуропалық байланыстармен байланыста болды.",Жаңа Амстердам үшін голландқа ағылшын тілінде өткен аралдың аты кім болды?,Жүгіру,pass,pass
"Екінші Англо-голландиялық соғыстың соңында ағылшындар Солтүстік Америкада жаңа Amsterdam (Нью-Йорк), голландиялық аралы голландиялық бақылау үшін.Отандық американдықтар мен бірнеше интерпренерлер арасындағы бірнеше интерцийендер мен індеттер Еуропалық байланыстармен байланыста болды.",1700 жылы Lenape-тің американдық популяциясы қанша болды?,200,pass,pass
"Екінші Англо-голландиялық соғыстың соңында ағылшындар Солтүстік Америкада жаңа Amsterdam (Нью-Йорк), голландиялық аралы голландиялық бақылау үшін.Отандық американдықтар мен бірнеше интерпренерлер арасындағы бірнеше интерцийендер мен індеттер Еуропалық байланыстармен байланыста болды.","Осыдан кейін Англия Нью-Йорктегі Нью-Йорктегі Нью-Йоркке, Индонезиялық аралға барады ма?",Екінші англо-голландиялық соғыс,pass,pass
"Нью-Йорк 1700 жылдардың басында британдық ереже бойынша сауда порты ретінде өсті.Бұл сонымен қатар құлдықтың орталығы болды, олардың 42% үй шаруашылықтарының 42% -ы Чарльстоннан басқа қалалардан, Оңтүстік Каролинадан басқа қалалардан басқа.Көптеген құл иелері бірнеше немесе бірнеше отандық құлдар өткізді, бірақ басқалары оларды еңбекке жұмысқа шығарды.Құлдық Нью-Йорктегі экономикаға портта құлдықта, және банктер мен оңтүстікке байланған банктер мен жеткізумен байланысты болды.90-жылдары Африка жерленген жерінің ашылуы, 90-шы жылдары, «Фоли алаңының жанындағы жаңа федералды сот ғимаратын салу кезінде ондаған мың африкалықтар отаршылдық жылдарда жерленгенін көрсетті.",1730 жылы Нью-Йорктегі үй шаруашылықтарының қанша пайызы құл ұстады?,42%,133,136
"Нью-Йорк 1700 жылдардың басында британдық ереже бойынша сауда порты ретінде өсті.Бұл сонымен қатар құлдықтың орталығы болды, олардың 42% үй шаруашылықтарының 42% -ы Чарльстоннан басқа қалалардан, Оңтүстік Каролинадан басқа қалалардан басқа.Көптеген құл иелері бірнеше немесе бірнеше отандық құлдар өткізді, бірақ басқалары оларды еңбекке жұмысқа шығарды.Құлдық Нью-Йорктегі экономикаға портта құлдықта, және банктер мен оңтүстікке байланған банктер мен жеткізумен байланысты болды.90-жылдары Африка жерленген жерінің ашылуы, 90-шы жылдары, «Фоли алаңының жанындағы жаңа федералды сот ғимаратын салу кезінде ондаған мың африкалықтар отаршылдық жылдарда жерленгенін көрсетті.",1730 жылы американдық қай қалада құл иелерінің ең жоғары пайызы болды?,"Чарльстон, Оңтүстік Каролина",pass,pass
"Нью-Йорк 1700 жылдардың басында британдық ереже бойынша сауда порты ретінде өсті.Бұл сонымен қатар құлдықтың орталығы болды, олардың 42% үй шаруашылықтарының 42% -ы Чарльстоннан басқа қалалардан, Оңтүстік Каролинадан басқа қалалардан басқа.Көптеген құл иелері бірнеше немесе бірнеше отандық құлдар өткізді, бірақ басқалары оларды еңбекке жұмысқа шығарды.Құлдық Нью-Йорктегі экономикаға портта құлдықта, және банктер мен оңтүстікке байланған банктер мен жеткізумен байланысты болды.90-жылдары Африка жерленген жерінің ашылуы, 90-шы жылдары, «Фоли алаңының жанындағы жаңа федералды сот ғимаратын салу кезінде ондаған мың африкалықтар отаршылдық жылдарда жерленгенін көрсетті.",Африка қорымы қандай шаршыға ұшырады?,Фоли алаңы,541,551
"Нью-Йорк 1700 жылдардың басында британдық ереже бойынша сауда порты ретінде өсті.Бұл сонымен қатар құлдықтың орталығы болды, олардың 42% үй шаруашылықтарының 42% -ы Чарльстоннан басқа қалалардан, Оңтүстік Каролинадан басқа қалалардан басқа.Көптеген құл иелері бірнеше немесе бірнеше отандық құлдар өткізді, бірақ басқалары оларды еңбекке жұмысқа шығарды.Құлдық Нью-Йорктегі экономикаға портта құлдықта, және банктер мен оңтүстікке байланған банктер мен жеткізумен байланысты болды.90-жылдары Африка жерленген жерінің ашылуы, 90-шы жылдары, «Фоли алаңының жанындағы жаңа федералды сот ғимаратын салу кезінде ондаған мың африкалықтар отаршылдық жылдарда жерленгенін көрсетті.",Африка қорымының ашылуына не себеп болды?,сот ғимараты,580,592
"Нью-Йорк 1700 жылдардың басында британдық ереже бойынша сауда порты ретінде өсті.Бұл сонымен қатар құлдықтың орталығы болды, олардың 42% үй шаруашылықтарының 42% -ы Чарльстоннан басқа қалалардан, Оңтүстік Каролинадан басқа қалалардан басқа.Көптеген құл иелері бірнеше немесе бірнеше отандық құлдар өткізді, бірақ басқалары оларды еңбекке жұмысқа шығарды.Құлдық Нью-Йорктегі экономикаға портта құлдықта, және банктер мен оңтүстікке байланған банктер мен жеткізумен байланысты болды.90-жылдары Африка жерленген жерінің ашылуы, 90-шы жылдары, «Фоли алаңының жанындағы жаңа федералды сот ғимаратын салу кезінде ондаған мың африкалықтар отаршылдық жылдарда жерленгенін көрсетті.",Солтүстік Америкадағы қай қала 1700-дегі құлдарды ұстап тұрды?,"Чарльстон, Оңтүстік Каролина",pass,pass
"Нью-Йорк 1700 жылдардың басында британдық ереже бойынша сауда порты ретінде өсті.Бұл сонымен қатар құлдықтың орталығы болды, олардың 42% үй шаруашылықтарының 42% -ы Чарльстоннан басқа қалалардан, Оңтүстік Каролинадан басқа қалалардан басқа.Көптеген құл иелері бірнеше немесе бірнеше отандық құлдар өткізді, бірақ басқалары оларды еңбекке жұмысқа шығарды.Құлдық Нью-Йорктегі экономикаға портта құлдықта, және банктер мен оңтүстікке байланған банктер мен жеткізумен байланысты болды.90-жылдары Африка жерленген жерінің ашылуы, 90-шы жылдары, «Фоли алаңының жанындағы жаңа федералды сот ғимаратын салу кезінде ондаған мың африкалықтар отаршылдық жылдарда жерленгенін көрсетті.",Жаңа сот ғимаратынан кейін африкалық жерлеу алаңы қашан ашылды?,90-жылдар,481,490
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Жақия Петір Зергер қай жылы тырысты?,1735,0,4
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Зергердің соты қандай аралында пайда болды?,Манхэттен,38,47
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Колумбия университеті қай жылы болды?,1754,121,125
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Колумбия университетінің құрылғаны қандай патшаның астында болды?,Джордж II,158,167
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Колумбия университетінің түпнұсқа атауы қандай болды?,Кинг колледжі,pass,pass
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Манхаттенде қандай сот процесі баспасөз бостандығы құқығын орнатуға көмектесті?,Джон Питер Зергер,pass,pass
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.",Нью-Йорктегі Колумбия университеті қай жылы құрылды?,1754,121,125
"1735 жылы Жохан Петр Гергергершіндегі Манхэттендегі сот ісі Солтүстік Америкадағы баспасөз бостандығын құруға көмектесті.1754 жылы Колумбия университеті Кинг Джордж II-нің Хартиядан Колингтің төменгі Манхэттендегі колледжі ретінде құрылды.Конгресс Конгресте 1765 жылы қазан айында Нью-Йоркте 14 қазанда, алдағы он жыл ішінде қалада ұйымдастырылған, сол жерде британдық әскерлермен танысты.","Конгресс «Марка» актісінің актісі 1765 жылы жиналыс өткізді, онда АҚШ қаласы қайсысымен кездесті?",Нью йорк,pass,pass
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Американдық революцияның ең үлкен шайқасы қандай болды?,Ұзын аралдың шайқасы,pass,pass
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Лонг аралының шайқасы қандай бетте болды?,Бруклин,102,109
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Лонг аралының шайқасы қай айдан және жылы болды?,1776 ж,66,72
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Британдықтар оны басып алған кезде Нью-Йоркте қанша қашып құтылған құлдар болғандығы туралы?,"10, 000",pass,pass
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Американдық революциялық соғыс қай жылы аяқталды?,1783,517,521
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Американдық революциялық соғыстың ең үлкен шайқасы қандай шайқас болды?,Лонг Айлендтың шайқасы,pass,pass
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.",Нью-Йорктің қай боры ұзақ аралы шайқас болды?,Бруклин,102,109
"Лонг аралының шайқасы, американдық революцияның ең үлкен шайқасы, 1776 жылы тамызда 1776 жылы тамызда Бруклиннің заманауи жері аясында өтті.Жауынгерлерден кейін американдықтар жеңілгеннен кейін, кейіннен кішігірім қарулы келісімдерді қалдырып, қалада солтүстік Америкадағы британдық әскери және саяси база болды.Қала адал босқындар үшін баспана болды, сондай-ақ барлық жауынгерлерге жаңа уәде еткен Британдық бостандыққа қосқан құлдар болды.Британдық кәсібі кезінде 10 000-нан асқан құлдар қалаға толы құлдар жиналды.1783 жылы британдық күштер эвакуацияланған кезде, олар Нова Скотияда қоныс аудару үшін 3 000 бостандыққа ие болды.Олар Англия мен Кариб теңізіндегі басқа да бос қалған адамдарды қоныстады.","Ағылшын армиясы ұзақ армия ұзақ уақыт бойы ҰЭТ-ны ретке келтіре бастады, ал Лонг аралдары шайқасы кезінде?",1783,517,521
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",Статен аралындағы бейбітшілік конференциясы қай уақытта болды?,1776 ж. 11 қыркүйек,pass,pass
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",Конференция үйінің жиналысындағы британдық өкіл кім болды?,Лорд қалай,pass,pass
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",Британдық кәсіптің астында қандай маңызды апат болды?,Нью-Йорктің керемет от,pass,pass
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",Ұлы өрт кезіндегі қазіргі боро не болды?,Манхэттен,222,231
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",Діни ғимарат Ұлы өрттен не жойылды?,Троица шіркеуі,324,338
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",1776 жылы 11 қыркүйекте Бенджамин Франклинмен кездескен ағылшын тілі кім болды?,Лорд қалай,pass,pass
"1776 жылы 11 қыркүйекте американдық делегаттар, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин, соның ішінде Бенджамин Франклин және Ұлыбританияның жалпы Иесі, Британияның басшылығы басталдыЙорк, төменгі Манхэттеннің батыс жағында үлкен конфлент, ол қаладағы ғимараттардың төрттен бір бөлігін, оның ішінде Троица шіркеуінің шіркеуін жойды.",Төменгі Манхэттеннің ағылшын тіліндегі аурудан кейін қандай табиғи апат болды?,Нью-Йорктің ұлы от,pass,pass
"1785 жылы Конфедерация Конгресс Ассамблеясы соғыстан кейін көп ұзамай Нью-Йоркті ұлттық капиталды құрады.Нью-Йорк АҚШ-тың соңғы астанасы болды. С., Конфедерацияның баптары және Америка Құрама Штаттарының Конституциясы бойынша алғашқы астанасы.1789 жылы Америка Құрама Штаттарының Тұңғыш Президенті, Джордж Вашингтон ашылды;Америка Құрама Штаттарының бірінші конгресі және Америка Құрама Штаттарының Жоғарғы Соты әрқайсысы алғаш рет жиналды, ал Америка Құрама Штаттарының құқықтары туралы заң жобасы, барлығы Уолл-стриттегі федералды залда жасалған.1790 жылға қарай Нью-Йорк Филадельфиядан Америка Құрама Штаттарындағы ең үлкен қала ретіндеден асып түсті.",Нью-Йорк қай жылы Құрама Штаттарының астанасы болды?,1785,0,4
"1785 жылы Конфедерация Конгресс Ассамблеясы соғыстан кейін көп ұзамай Нью-Йоркті ұлттық капиталды құрады.Нью-Йорк АҚШ-тың соңғы астанасы болды. С., Конфедерацияның баптары және Америка Құрама Штаттарының Конституциясы бойынша алғашқы астанасы.1789 жылы Америка Құрама Штаттарының Тұңғыш Президенті, Джордж Вашингтон ашылды;Америка Құрама Штаттарының бірінші конгресі және Америка Құрама Штаттарының Жоғарғы Соты әрқайсысы алғаш рет жиналды, ал Америка Құрама Штаттарының құқықтары туралы заң жобасы, барлығы Уолл-стриттегі федералды залда жасалған.1790 жылға қарай Нью-Йорк Филадельфиядан Америка Құрама Штаттарындағы ең үлкен қала ретіндеден асып түсті.",Америка Құрама Штаттарының Тұңғыш Президенті кім болды?,Джордж Вашингтон,299,315
"1785 жылы Конфедерация Конгресс Ассамблеясы соғыстан кейін көп ұзамай Нью-Йоркті ұлттық капиталды құрады.Нью-Йорк АҚШ-тың соңғы астанасы болды. С., Конфедерацияның баптары және Америка Құрама Штаттарының Конституциясы бойынша алғашқы астанасы.1789 жылы Америка Құрама Штаттарының Тұңғыш Президенті, Джордж Вашингтон ашылды;Америка Құрама Штаттарының бірінші конгресі және Америка Құрама Штаттарының Жоғарғы Соты әрқайсысы алғаш рет жиналды, ал Америка Құрама Штаттарының құқықтары туралы заң жобасы, барлығы Уолл-стриттегі федералды залда жасалған.1790 жылға қарай Нью-Йорк Филадельфиядан Америка Құрама Штаттарындағы ең үлкен қала ретіндеден асып түсті.",Америка Құрама Штаттарының Жоғарғы соты қай ғимаратта алғаш рет отырды?,Федералды зал,pass,pass
